SEI10,ID,AGE,INCOME16,EDUC,RACE,Black,White,Other,Male,Female,Urban,Fulltime,Parttime,NotWorking,Unemployed,KeepingHouse,Retired,AtSchool
38.8,566,57,18,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
38.8,567,55,20,16,2,1,0,0,0,1,1,1,0,0,0,0,0,0
18.6,568,28,19,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32,569,58,20,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
19.6,570,64,18,10,1,0,1,0,0,1,1,0,1,0,0,0,0,0
39.7,571,32,18,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
42.9,572,63,22,17,1,0,1,0,1,0,1,0,0,0,0,0,1,0
76.3,573,47,21,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
32,574,40,6,13,2,1,0,0,0,1,1,0,1,0,0,0,0,0
42.7,575,38,22,15,1,0,1,0,1,0,1,0,0,0,1,0,0,0
41.1,576,63,22,17,1,0,1,0,0,1,1,0,0,0,0,1,0,0
76.3,577,49,25,19,3,0,0,1,0,1,1,0,0,0,0,1,0,0
18.8,578,74,11,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
24.2,579,66,14,13,2,1,0,0,0,1,1,0,0,0,0,1,0,0
25.2,580,34,20,17,1,0,1,0,1,0,1,0,1,0,0,0,0,0
35.4,581,42,21,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0
25.1,582,66,20,9,1,0,1,0,1,0,1,0,0,0,0,0,1,0
27.6,583,46,17,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
58.2,584,51,1,15,2,1,0,0,1,0,1,0,0,0,1,0,0,0
19.6,586,54,18,8,1,0,1,0,0,1,1,0,0,0,0,1,0,0
28.4,587,55,3,13,2,1,0,0,1,0,1,0,0,0,1,0,0,0
28.7,588,58,17,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
70.5,590,36,22,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.8,591,76,8,16,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39.9,592,33,21,15,1,0,1,0,0,1,1,0,1,0,0,0,0,0
63.7,593,69,15,21,1,0,1,0,0,1,1,0,0,0,0,0,1,0
59.1,594,32,25,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
53,595,48,21,14,1,0,1,0,0,1,1,0,0,0,0,1,0,0
75.5,596,72,21,21,1,0,1,0,0,1,1,0,0,0,0,0,1,0
77.4,597,66,20,15,1,0,1,0,0,1,1,0,0,0,0,0,1,0
43,599,68,19,14,1,0,1,0,0,1,1,0,0,0,0,1,0,0
71.8,600,53,25,21,1,0,1,0,1,0,1,1,0,0,0,0,0,0
24.6,602,25,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
26.5,603,52,24,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
24.2,604,80,14,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
79.4,605,67,3,14,1,0,1,0,1,0,1,0,0,0,0,0,1,0
21.8,606,21,7,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
22.1,607,31,19,14,2,1,0,0,0,1,1,0,1,0,0,0,0,0
58.2,608,69,16,15,1,0,1,0,1,0,1,0,0,0,0,0,1,0
80.9,609,47,26,21,2,1,0,0,0,1,1,1,0,0,0,0,0,0
57.8,610,34,23,17,2,1,0,0,1,0,1,1,0,0,0,0,0,0
20.1,612,53,9,12,2,1,0,0,0,1,1,0,1,0,0,0,0,0
33.3,613,47,6,13,2,1,0,0,0,1,1,0,1,0,0,0,0,0
45.4,614,57,22,13,1,0,1,0,1,0,1,0,0,0,0,1,0,0
75.5,615,58,26,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0
35.8,616,55,24,15,1,0,1,0,0,1,1,0,1,0,0,0,0,0
37.6,617,65,21,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
75.5,618,62,22,21,2,1,0,0,0,1,1,1,0,0,0,0,0,0
28.6,619,26,19,15,1,0,1,0,0,1,1,0,1,0,0,0,0,0
66.1,620,31,22,17,1,0,1,0,0,1,1,0,0,1,0,0,0,0
43.9,624,57,16,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
79.9,625,57,20,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
61.4,626,48,23,17,1,0,1,0,0,1,1,0,0,0,0,1,0,0
20.1,627,58,24,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
45,628,36,26,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
82.5,629,79,16,21,1,0,1,0,0,1,1,0,0,0,0,0,1,0
41,632,54,25,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
68,633,60,26,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.3,634,52,26,15,3,0,0,1,0,1,1,0,1,0,0,0,0,0
79.9,635,80,18,15,1,0,1,0,0,1,1,0,0,0,0,0,1,0
79.3,636,58,26,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
20.8,637,69,21,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
88.3,638,49,25,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
39.7,639,75,22,17,1,0,1,0,1,0,1,0,1,0,0,0,0,0
54.6,640,67,24,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
28.6,641,51,25,19,1,0,1,0,0,1,1,0,1,0,0,0,0,0
60.5,642,57,24,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
80.7,643,34,24,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.8,645,44,7,10,3,0,0,1,0,1,1,0,0,0,1,0,0,0
37.6,646,49,8,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
88,647,52,24,20,3,0,0,1,0,1,1,1,0,0,0,0,0,0
92.8,648,54,26,20,3,0,0,1,1,0,1,1,0,0,0,0,0,0
41.1,649,48,21,16,1,0,1,0,0,1,1,0,0,0,0,1,0,0
68.6,650,34,26,17,3,0,0,1,0,1,1,1,0,0,0,0,0,0
64.5,652,33,7,20,1,0,1,0,1,0,1,0,1,0,0,0,0,0
92.8,654,30,19,21,1,0,1,0,0,1,1,1,0,0,0,0,0,0
20.1,656,78,10,14,3,0,0,1,0,1,1,0,0,0,0,0,1,0
38.8,657,47,8,13,2,1,0,0,1,0,1,0,1,0,0,0,0,0
13.6,658,58,9,13,2,1,0,0,1,0,1,0,0,0,1,0,0,0
46,659,52,14,16,2,1,0,0,1,0,1,1,0,0,0,0,0,0
35.8,660,49,22,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
80.7,663,36,20,20,1,0,1,0,0,1,1,0,1,0,0,0,0,0
80.9,664,79,15,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
51.7,665,61,23,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
42.2,666,40,20,14,1,0,1,0,1,0,1,1,0,0,0,0,0,0
14.6,667,27,20,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
57.1,668,57,19,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
39.9,669,27,16,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
14,670,66,12,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
13.6,671,74,10,13,2,1,0,0,0,1,1,0,0,0,0,0,1,0
33.4,672,57,18,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
12.6,673,27,16,15,1,0,1,0,0,1,1,0,1,0,0,0,0,0
13.6,674,28,15,13,3,0,0,1,0,1,1,0,0,0,1,0,0,0
63.7,675,33,17,12,3,0,0,1,0,1,1,1,0,0,0,0,0,0
67.7,676,39,24,19,3,0,0,1,1,0,1,1,0,0,0,0,0,0
71.7,677,27,14,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
80.7,678,34,5,19,3,0,0,1,1,0,1,1,0,0,0,0,0,0
65.3,679,28,21,16,1,0,1,0,1,0,1,1,0,0,0,0,0,0
54.6,680,50,20,17,2,1,0,0,1,0,1,1,0,0,0,0,0,0
51.8,681,30,21,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
31.6,682,68,17,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
32,684,55,8,11,2,1,0,0,1,0,1,0,0,0,0,1,0,0
31.3,685,59,23,13,2,1,0,0,1,0,1,0,0,0,0,1,0,0
35.8,686,60,16,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
9,687,19,18,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
24.2,689,48,18,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
38.8,690,27,19,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
56.9,691,33,19,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
21.3,692,79,11,10,2,1,0,0,1,0,1,0,0,0,0,0,1,0
17.5,693,56,14,12,2,1,0,0,1,0,1,1,0,0,0,0,0,0
24.1,694,53,15,10,1,0,1,0,1,0,1,0,0,0,0,1,0,0
31.2,695,32,6,13,3,0,0,1,1,0,1,0,1,0,0,0,0,0
20.7,696,21,14,14,2,1,0,0,1,0,1,1,0,0,0,0,0,0
25.2,697,42,22,8,1,0,1,0,1,0,1,1,0,0,0,0,0,0
37.2,698,28,11,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
21.8,699,22,13,6,1,0,1,0,0,1,1,0,1,0,0,0,0,0
52.1,700,40,20,14,3,0,0,1,1,0,1,1,0,0,0,0,0,0
31.1,701,44,21,12,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.2,702,22,21,16,1,0,1,0,1,0,1,0,0,0,0,0,0,1
87.9,703,35,4,17,3,0,0,1,0,1,1,0,0,0,0,0,0,1
26.1,704,64,21,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
80.9,705,40,19,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
50.3,706,36,15,20,2,1,0,0,0,1,1,1,0,0,0,0,0,0
13.6,707,51,16,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
61.4,708,54,19,10,1,0,1,0,1,0,1,1,0,0,0,0,0,0
51.9,709,36,20,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
12.6,710,44,12,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0
36.2,711,37,19,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
38.1,713,25,16,17,3,0,0,1,0,1,1,1,0,0,0,0,0,0
45.4,714,44,13,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0
37.6,715,22,17,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
19.7,716,40,20,7,1,0,1,0,0,1,1,1,0,0,0,0,0,0
38.8,718,40,13,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
61.9,719,59,19,15,3,0,0,1,0,1,1,1,0,0,0,0,0,0
61.4,721,26,17,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27,722,27,25,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
20.1,723,69,20,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
62.6,726,42,17,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27,727,60,9,7,1,0,1,0,0,1,1,0,1,0,0,0,0,0
62,728,60,24,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
80.7,729,59,21,17,2,1,0,0,0,1,1,0,0,0,1,0,0,0
54.3,730,57,6,15,3,0,0,1,1,0,1,0,0,0,0,0,1,0
20.1,731,30,3,14,2,1,0,0,0,1,1,0,1,0,0,0,0,0
80.9,732,37,14,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
17.1,734,33,4,16,2,1,0,0,1,0,1,1,0,0,0,0,0,0
57.8,735,51,17,16,2,1,0,0,0,1,1,0,0,1,0,0,0,0
46.2,736,46,21,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
82.5,737,52,22,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
46.6,739,77,16,14,1,0,1,0,0,1,1,0,0,0,0,1,0,0
76.3,740,56,21,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
59.1,741,25,23,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
21.8,742,48,21,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
26.5,743,61,12,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
12.6,745,36,24,7,3,0,0,1,0,1,1,0,1,0,0,0,0,0
19.6,747,23,14,17,2,1,0,0,1,0,1,1,0,0,0,0,0,0
37.2,748,29,16,16,2,1,0,0,0,1,1,1,0,0,0,0,0,0
31.6,749,69,21,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
64.5,750,35,18,17,2,1,0,0,1,0,1,1,0,0,0,0,0,0
41.1,751,38,10,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
20.1,752,31,18,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
33.4,753,42,11,15,2,1,0,0,0,1,1,0,1,0,0,0,0,0
84.5,754,78,21,19,1,0,1,0,1,0,1,0,0,0,0,0,1,0
73.5,757,48,22,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
38.1,758,68,25,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
25,759,42,22,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
69.5,760,65,23,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
54.6,761,44,23,12,1,0,1,0,0,1,1,0,0,0,0,1,0,0
38.8,762,77,18,14,1,0,1,0,0,1,1,0,0,0,0,0,1,0
69.3,763,62,23,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
59.1,764,51,9,9,1,0,1,0,1,0,1,1,0,0,0,0,0,0
71.6,766,28,21,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
38.3,768,19,19,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
28.7,770,40,25,16,2,1,0,0,0,1,1,1,0,0,0,0,0,0
67.7,771,51,25,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
20.5,772,65,20,14,2,1,0,0,1,0,1,0,0,0,0,0,1,0
64.5,773,51,17,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
60.3,774,60,22,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
84,775,57,19,13,2,1,0,0,1,0,1,0,1,0,0,0,0,0
38.8,776,70,14,14,1,0,1,0,0,1,1,0,0,0,0,0,1,0
63.3,778,37,9,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
25.2,779,56,16,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
21.8,780,59,13,13,2,1,0,0,0,1,1,0,0,0,0,1,0,0
70.4,782,59,18,12,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.2,783,66,5,14,1,0,1,0,1,0,1,0,0,0,0,0,1,0
60.5,784,56,15,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
21.8,785,56,16,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
45,786,24,18,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
37.6,788,22,19,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
20.7,789,51,16,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
35.8,790,56,18,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
45.3,791,47,19,19,2,1,0,0,0,1,1,1,0,0,0,0,0,0
49.3,793,26,18,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0
24.2,794,27,16,15,2,1,0,0,0,1,1,0,0,0,0,0,0,1
35.8,796,33,18,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
29.9,797,31,14,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
84.5,798,70,21,17,1,0,1,0,0,1,1,0,1,0,0,0,0,0
59.1,800,87,19,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
77.4,801,54,21,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
79.3,802,81,18,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
34.7,803,25,3,15,2,1,0,0,1,0,1,0,1,0,0,0,0,0
32.6,804,47,7,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
69.4,805,65,18,17,2,1,0,0,1,0,1,0,0,0,0,0,1,0
37.6,807,46,25,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
87.3,809,53,24,20,1,0,1,0,1,0,0,1,0,0,0,0,0,0
89.4,810,45,26,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
19.6,811,18,26,13,1,0,1,0,0,1,0,0,0,0,0,0,0,1
72.7,812,52,22,18,1,0,1,0,0,1,0,1,0,0,0,0,0,0
28.7,813,56,23,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
37.6,814,34,26,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
41.1,815,58,11,17,2,1,0,0,0,1,1,0,0,0,0,1,0,0
42.7,816,59,17,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
63.7,817,69,11,17,2,1,0,0,0,1,1,0,0,0,0,0,1,0
20.7,818,67,9,13,2,1,0,0,0,1,1,0,0,0,0,0,1,0
65.1,820,53,22,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
71.8,821,47,10,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
65.3,822,47,26,17,2,1,0,0,1,0,1,0,0,0,0,0,1,0
13.6,823,63,13,6,2,1,0,0,0,1,1,0,0,0,0,1,0,0
56.8,824,32,18,19,2,1,0,0,0,1,1,1,0,0,0,0,0,0
43,825,28,22,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
27,826,23,18,14,1,0,1,0,0,1,1,0,0,0,1,0,0,0
84.2,827,53,20,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
20.7,828,39,14,12,3,0,0,1,0,1,1,1,0,0,0,0,0,0
31.3,829,38,19,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
32,830,51,20,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
63.7,831,66,20,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
86.5,832,54,26,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
36.2,833,68,23,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
62,834,58,26,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
77.4,835,47,26,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
56.9,836,33,25,19,1,0,1,0,0,1,0,0,1,0,0,0,0,0
46.5,838,27,15,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32,839,54,12,15,1,0,1,0,1,0,1,0,0,0,1,0,0,0
34.4,840,53,22,13,1,0,1,0,1,0,1,0,0,0,1,0,0,0
84.2,841,54,17,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
24.2,842,51,10,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
43,843,67,10,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
20.1,844,67,16,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
84.2,845,65,14,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
54.6,847,27,16,16,2,1,0,0,0,1,0,1,0,0,0,0,0,0
25,848,28,12,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
55.3,849,34,18,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
66.1,850,27,14,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
20.7,851,60,4,9,2,1,0,0,1,0,0,0,0,0,1,0,0,0
25,852,26,18,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
24.6,853,74,9,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
14,854,44,4,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
27.4,855,31,21,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
39.6,856,63,13,12,1,0,1,0,1,0,1,0,0,0,0,0,1,0
50.1,857,72,8,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
73.4,858,25,26,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
21.6,859,35,17,19,3,0,0,1,1,0,0,1,0,0,0,0,0,0
52.4,860,56,15,14,2,1,0,0,1,0,0,1,0,0,0,0,0,0
45.4,862,75,14,13,3,0,0,1,1,0,0,0,0,0,0,0,1,0
69.3,863,43,26,17,3,0,0,1,0,1,0,1,0,0,0,0,0,0
41.1,864,28,23,17,3,0,0,1,0,1,0,0,0,0,1,0,0,0
46,865,68,9,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
41.1,866,61,18,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
19.6,867,46,16,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
76.3,868,53,20,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
67.7,870,35,23,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
87.9,871,70,19,19,1,0,1,0,0,1,1,0,0,0,0,0,1,0
20.9,872,59,11,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
36.4,874,47,9,10,1,0,1,0,1,0,1,0,0,0,0,0,1,0
38.2,875,22,18,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
84.2,876,65,9,16,1,0,1,0,0,1,1,0,0,0,0,1,0,0
63.7,877,81,20,14,1,0,1,0,0,1,1,0,0,0,0,0,1,0
69.3,878,74,20,20,1,0,1,0,1,0,1,0,0,0,0,0,1,0
80.9,879,77,21,18,1,0,1,0,0,1,1,0,0,0,0,0,1,0
19.6,880,22,24,14,3,0,0,1,1,0,0,0,1,0,0,0,0,0
81.9,881,54,26,18,1,0,1,0,1,0,0,1,0,0,0,0,0,0
67.7,882,48,25,17,1,0,1,0,0,1,0,0,1,0,0,0,0,0
59.8,883,43,22,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
37.6,884,27,21,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
87.9,885,30,26,17,3,0,0,1,0,1,0,1,0,0,0,0,0,0
84.5,886,52,26,21,1,0,1,0,1,0,0,0,0,1,0,0,0,0
87.9,888,40,26,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
55.3,889,51,17,16,1,0,1,0,1,0,0,0,1,0,0,0,0,0
22.4,890,21,16,15,3,0,0,1,0,1,1,1,0,0,0,0,0,0
27,891,29,13,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
35.8,893,81,11,16,1,0,1,0,0,1,1,0,0,0,0,0,1,0
59.1,895,72,15,17,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59.1,896,78,9,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
59.1,897,80,25,13,3,0,0,1,1,0,1,0,0,0,0,0,1,0
62.1,898,60,25,15,1,0,1,0,0,1,1,0,0,0,0,1,0,0
18.6,899,24,12,15,1,0,1,0,1,0,1,0,1,0,0,0,0,0
43,900,81,16,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32.6,901,33,19,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
43.9,903,23,19,14,3,0,0,1,1,0,1,0,1,0,0,0,0,0
46.6,904,22,14,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
63.1,905,31,18,14,1,0,1,0,1,0,1,0,0,0,0,0,0,1
39.7,906,34,18,11,3,0,0,1,0,1,1,0,0,0,0,1,0,0
39.7,908,47,22,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
31.3,909,35,20,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
20.1,910,76,11,10,1,0,1,0,0,1,1,0,0,0,0,0,1,0
62.6,911,44,18,11,1,0,1,0,0,1,1,0,0,0,0,0,1,0
80.9,912,27,20,17,1,0,1,0,0,1,1,0,0,1,0,0,0,0
84.2,915,58,19,21,1,0,1,0,0,1,1,0,0,0,0,1,0,0
23.8,916,42,18,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
24.6,917,71,21,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
35.8,918,43,19,14,3,0,0,1,0,1,1,1,0,0,0,0,0,0
39.7,919,30,20,15,2,1,0,0,0,1,1,0,0,0,0,1,0,0
82.5,920,51,22,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0
78.3,921,39,23,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
89.3,923,66,22,18,1,0,1,0,1,0,1,0,0,0,0,0,1,0
79.4,924,60,23,17,2,1,0,0,1,0,1,1,0,0,0,0,0,0
21.6,925,19,26,13,1,0,1,0,0,1,1,0,0,0,0,0,0,1
65.3,926,30,17,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
33.4,927,37,20,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
24,928,50,18,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
20.1,929,35,5,14,3,0,0,1,0,1,1,1,0,0,0,0,0,0
67.7,930,44,26,21,1,0,1,0,1,0,1,1,0,0,0,0,0,0
12.6,931,70,14,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
17,932,20,18,12,3,0,0,1,0,1,1,0,1,0,0,0,0,0
46,934,51,19,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
18.6,935,62,7,10,3,0,0,1,1,0,1,0,0,0,0,1,0,0
21.6,936,46,19,14,1,0,1,0,0,1,1,0,0,0,0,1,0,0
28.7,937,47,15,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.3,938,56,22,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
62.9,939,27,18,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0
76.3,940,27,16,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
64.5,941,40,19,18,2,1,0,0,1,0,1,1,0,0,0,0,0,0
68.6,943,63,24,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
84.2,944,38,23,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
25.2,945,35,2,14,3,0,0,1,1,0,1,0,1,0,0,0,0,0
15.8,946,79,9,11,3,0,0,1,0,1,1,0,0,0,0,1,0,0
46,947,47,3,13,3,0,0,1,1,0,1,0,0,0,0,1,0,0
63.7,948,43,17,15,3,0,0,1,1,0,1,1,0,0,0,0,0,0
20.7,951,43,17,14,3,0,0,1,0,1,1,0,1,0,0,0,0,0
21.8,954,54,18,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
43.9,955,79,14,13,2,1,0,0,0,1,1,0,0,0,0,0,1,0
24.2,957,28,11,13,2,1,0,0,0,1,1,0,1,0,0,0,0,0
47.9,959,63,8,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
32,962,29,15,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
26.1,963,46,23,13,1,0,1,0,1,0,1,0,0,0,0,1,0,0
14,964,73,11,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
28.7,965,57,18,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0
23.8,966,20,9,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
57.4,968,43,15,16,3,0,0,1,1,0,0,1,0,0,0,0,0,0
62.4,969,65,23,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
27.6,970,28,12,15,1,0,1,0,1,0,1,0,0,0,0,1,0,0
13.6,972,40,1,11,1,0,1,0,1,0,1,0,0,0,1,0,0,0
84.2,976,59,19,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
43,977,25,14,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
25.2,978,56,9,17,1,0,1,0,1,0,1,0,1,0,0,0,0,0
63.7,980,56,24,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
19.6,981,46,11,15,1,0,1,0,0,1,0,0,1,0,0,0,0,0
62.9,982,35,26,20,3,0,0,1,0,1,0,1,0,0,0,0,0,0
54.6,983,31,18,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
36.2,984,57,14,13,1,0,1,0,1,0,0,0,0,0,1,0,0,0
