SEI10,ID,AGE,INCOME16,EDUC,RACE,Black,White,Other,Male,Female,Urban,Fulltime,Parttime,NotWorking,Unemployed,KeepingHouse,Retired,AtSchool
68.6,985,50,25,14,1,0,1,0,0,1,0,1,0,0,0,0,0,0
23.3,986,25,21,14,1,0,1,0,1,0,0,0,0,0,1,0,0,0
37.6,987,59,10,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
39.6,988,73,18,15,1,0,1,0,1,0,1,0,0,0,0,0,1,0
31.2,989,60,19,13,3,0,0,1,1,0,1,0,0,0,1,0,0,0
21.8,992,57,11,12,3,0,0,1,0,1,1,1,0,0,0,0,0,0
50.4,993,68,22,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
60.3,994,35,19,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
71.8,995,28,24,17,3,0,0,1,0,1,1,0,0,0,0,1,0,0
78.3,997,42,24,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
18.6,998,38,12,13,1,0,1,0,0,1,1,0,0,0,1,0,0,0
44.5,999,69,21,9,1,0,1,0,1,0,1,1,0,0,0,0,0,0
67.7,1e3,68,17,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
27.4,1001,44,20,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
33.9,1002,67,21,17,1,0,1,0,1,0,1,0,0,0,0,0,1,0
43,1003,28,8,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
88.7,1004,45,25,21,1,0,1,0,0,1,1,1,0,0,0,0,0,0
84.5,1005,62,10,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
82.5,1006,68,24,19,2,1,0,0,0,1,1,0,0,0,0,0,1,0
59.1,1007,34,21,18,1,0,1,0,0,1,1,0,1,0,0,0,0,0
82.5,1008,32,19,20,1,0,1,0,0,1,1,1,0,0,0,0,0,0
14,1009,24,23,12,1,0,1,0,0,1,1,1,0,0,0,0,0,0
41.1,1010,31,18,21,1,0,1,0,0,1,1,0,0,1,0,0,0,0
62.4,1011,32,18,17,2,1,0,0,0,1,1,0,0,0,1,0,0,0
19.6,1012,22,12,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0
34.7,1013,25,19,16,2,1,0,0,1,0,1,1,0,0,0,0,0,0
80.9,1014,34,20,17,2,1,0,0,0,1,1,0,0,1,0,0,0,0
12.6,1015,35,9,13,3,0,0,1,0,1,1,0,0,0,1,0,0,0
39.2,1016,60,18,16,2,1,0,0,0,1,1,1,0,0,0,0,0,0
41.8,1017,64,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
23.7,1018,26,16,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
19.6,1019,30,13,11,1,0,1,0,1,0,1,1,0,0,0,0,0,0
82.5,1020,63,22,19,1,0,1,0,1,0,1,0,1,0,0,0,0,0
62.4,1021,46,25,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
19.6,1022,24,8,15,3,0,0,1,1,0,1,0,1,0,0,0,0,0
42.9,1023,32,13,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
62,1024,61,11,18,1,0,1,0,1,0,1,0,1,0,0,0,0,0
84.2,1025,57,26,20,1,0,1,0,0,1,1,1,0,0,0,0,0,0
72.7,1026,40,23,19,1,0,1,0,1,0,1,0,0,0,1,0,0,0
52,1028,64,19,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
23.3,1029,50,2,17,1,0,1,0,0,1,0,0,1,0,0,0,0,0
84.5,1030,41,23,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
59.9,1031,58,23,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
43,1032,71,22,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0
77.4,1033,58,23,19,1,0,1,0,0,1,0,1,0,0,0,0,0,0
69.3,1034,55,22,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
39.7,1035,65,21,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
62,1036,27,25,18,1,0,1,0,1,0,1,1,0,0,0,0,0,0
59.1,1037,43,17,20,1,0,1,0,1,0,1,0,1,0,0,0,0,0
37.2,1038,29,11,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
51.5,1039,56,23,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
80.9,1040,67,19,21,1,0,1,0,0,1,1,0,0,0,0,0,1,0
25.4,1041,21,22,14,1,0,1,0,1,0,1,0,1,0,0,0,0,0
31.2,1042,69,18,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
39.7,1043,62,18,17,1,0,1,0,0,1,0,0,0,0,0,0,1,0
24.2,1044,23,20,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
57.4,1045,43,25,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
43.9,1046,46,19,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
69.3,1047,34,24,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
91.1,1048,40,25,20,1,0,1,0,1,0,0,1,0,0,0,0,0,0
42.9,1049,56,18,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
80.9,1050,25,20,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
38.8,1051,77,16,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
61.4,1052,30,19,18,1,0,1,0,1,0,0,0,1,0,0,0,0,0
52.1,1053,70,17,16,1,0,1,0,1,0,0,0,0,0,0,0,1,0
69.3,1054,70,18,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0
33.9,1055,79,19,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
51.7,1056,59,13,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
62.9,1057,61,24,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
46.5,1058,68,19,15,1,0,1,0,1,0,0,0,0,0,0,0,1,0
66.2,1059,29,18,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
24.2,1060,31,10,13,2,1,0,0,0,1,0,0,1,0,0,0,0,0
62.9,1061,32,16,19,1,0,1,0,1,0,0,1,0,0,0,0,0,0
13.6,1062,27,11,13,2,1,0,0,0,1,0,0,1,0,0,0,0,0
32,1063,47,13,13,2,1,0,0,1,0,0,0,0,0,1,0,0,0
50.4,1064,35,14,15,1,0,1,0,1,0,0,0,0,0,0,0,0,1
38.4,1065,54,18,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
38.8,1067,31,11,16,2,1,0,0,1,0,0,0,0,0,1,0,0,0
25,1068,55,21,14,1,0,1,0,0,1,0,1,0,0,0,0,0,0
75.5,1069,61,16,15,2,1,0,0,0,1,0,1,0,0,0,0,0,0
83.8,1070,26,17,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0
49.4,1071,60,23,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
26.5,1072,60,7,10,1,0,1,0,0,1,0,0,0,0,0,0,1,0
67.8,1073,25,13,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
62.6,1074,56,19,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
65.3,1075,57,12,13,2,1,0,0,1,0,1,0,0,0,0,1,0,0
34.7,1076,49,1,12,2,1,0,0,1,0,1,0,0,0,0,1,0,0
13.6,1077,82,12,11,2,1,0,0,1,0,1,0,0,0,0,0,1,0
32.6,1078,53,16,12,2,1,0,0,1,0,1,1,0,0,0,0,0,0
12.6,1079,22,11,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
25.2,1080,29,20,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
46.6,1081,50,21,14,1,0,1,0,0,1,0,1,0,0,0,0,0,0
26.5,1082,35,15,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
87.9,1083,56,17,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
39.7,1086,50,19,9,1,0,1,0,0,1,0,1,0,0,0,0,0,0
19.6,1087,50,12,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
58.4,1088,22,20,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0
46.5,1089,52,14,19,1,0,1,0,0,1,0,1,0,0,0,0,0,0
80.9,1090,66,19,21,1,0,1,0,0,1,0,0,0,0,0,0,1,0
34.8,1091,38,19,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0
43,1092,39,20,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
33.9,1093,38,16,12,1,0,1,0,1,0,0,0,0,1,0,0,0,0
35.8,1094,62,25,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
33.2,1095,43,21,15,2,1,0,0,0,1,0,1,0,0,0,0,0,0
42.8,1096,53,19,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
28.4,1097,39,19,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
19.6,1098,23,26,16,1,0,1,0,0,1,0,0,1,0,0,0,0,0
68,1099,69,18,20,1,0,1,0,0,1,1,0,0,0,0,0,1,0
14,1100,56,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
84.5,1101,77,17,21,1,0,1,0,1,0,1,0,0,0,0,0,1,0
38.3,1102,77,10,13,1,0,1,0,1,0,1,0,0,0,0,1,0,0
35.3,1103,61,23,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
71.6,1104,39,22,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
20.7,1105,83,14,9,3,0,0,1,0,1,1,0,0,0,0,1,0,0
32,1106,65,20,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
59.1,1107,27,25,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32,1108,59,9,14,2,1,0,0,1,0,0,0,0,0,0,1,0,0
66.4,1109,63,20,17,1,0,1,0,0,1,0,0,0,0,0,0,1,0
28.7,1110,50,12,16,1,0,1,0,1,0,0,0,0,0,0,1,0,0
48.3,1111,72,15,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
52,1113,52,26,19,1,0,1,0,0,1,0,0,1,0,0,0,0,0
62,1114,75,23,14,1,0,1,0,1,0,0,0,0,0,0,0,1,0
37.6,1115,40,26,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
59.1,1116,69,20,17,1,0,1,0,0,1,0,0,1,0,0,0,0,0
76.3,1117,62,26,17,1,0,1,0,0,1,0,0,0,1,0,0,0,0
83.8,1118,42,26,19,1,0,1,0,1,0,0,0,0,1,0,0,0,0
84.2,1119,82,13,16,1,0,1,0,0,1,0,0,0,0,0,0,1,0
55.3,1121,83,7,16,1,0,1,0,0,1,0,0,0,0,0,0,1,0
79.3,1122,76,26,15,1,0,1,0,1,0,0,0,1,0,0,0,0,0
70.4,1123,52,25,21,1,0,1,0,0,1,0,1,0,0,0,0,0,0
84.5,1124,23,26,18,1,0,1,0,1,0,0,0,0,0,0,0,0,1
21.6,1125,19,20,13,2,1,0,0,1,0,0,0,0,0,0,0,0,1
25.7,1126,51,19,12,2,1,0,0,0,1,0,0,1,0,0,0,0,0
45.4,1127,37,17,13,3,0,0,1,0,1,0,0,0,0,0,1,0,0
24.2,1128,53,14,10,2,1,0,0,0,1,0,0,1,0,0,0,0,0
47.9,1130,28,20,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
87.9,1131,31,23,15,2,1,0,0,1,0,0,1,0,0,0,0,0,0
61.4,1132,43,22,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0
57.4,1133,89,16,15,2,1,0,0,1,0,0,0,0,0,0,0,1,0
28.4,1134,56,21,11,3,0,0,1,1,0,0,1,0,0,0,0,0,0
21.6,1135,19,9,13,3,0,0,1,0,1,0,0,1,0,0,0,0,0
28.4,1136,58,20,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
70.5,1137,38,20,17,3,0,0,1,1,0,0,1,0,0,0,0,0,0
80.9,1138,47,21,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
12.6,1139,48,13,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0
20.7,1140,38,20,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0
26.1,1141,26,19,15,1,0,1,0,1,0,0,0,0,1,0,0,0,0
21.8,1142,23,2,10,1,0,1,0,0,1,0,0,1,0,0,0,0,0
21.6,1143,44,11,13,1,0,1,0,0,1,0,0,0,1,0,0,0,0
20.7,1144,30,17,11,1,0,1,0,0,1,0,0,1,0,0,0,0,0
20.9,1146,35,20,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
26.1,1147,49,19,18,1,0,1,0,0,1,1,1,0,0,0,0,0,0
23.3,1148,52,15,13,3,0,0,1,1,0,1,1,0,0,0,0,0,0
58.4,1149,73,14,13,1,0,1,0,1,0,1,0,0,0,0,0,1,0
38.8,1150,52,19,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
64.2,1152,26,19,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
24.2,1153,42,2,8,1,0,1,0,1,0,1,0,0,0,0,1,0,0
59.8,1154,46,18,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
41.8,1156,27,16,12,3,0,0,1,0,1,1,1,0,0,0,0,0,0
32.6,1157,33,18,13,2,1,0,0,0,1,1,1,0,0,0,0,0,0
86.7,1159,54,20,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
35.2,1160,47,13,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0
28.3,1161,53,19,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
72.7,1162,62,20,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
32,1163,48,21,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
19.6,1164,41,22,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
84.5,1165,32,22,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
64.5,1167,40,19,16,1,0,1,0,1,0,0,1,0,0,0,0,0,0
60.3,1168,37,21,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
76.7,1169,40,20,17,1,0,1,0,0,1,0,0,0,1,0,0,0,0
57.3,1170,36,21,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
37.2,1171,47,25,8,2,1,0,0,1,0,0,1,0,0,0,0,0,0
91.1,1172,37,26,20,1,0,1,0,0,1,1,1,0,0,0,0,0,0
26.1,1174,71,19,17,1,0,1,0,0,1,1,0,0,0,0,1,0,0
24.6,1175,21,21,14,1,0,1,0,0,1,1,1,0,0,0,0,0,0
59.1,1176,80,15,17,1,0,1,0,0,1,1,0,0,0,0,0,1,0
59.1,1177,67,10,18,1,0,1,0,0,1,1,0,0,0,1,0,0,0
20.7,1178,34,19,12,1,0,1,0,1,0,1,1,0,0,0,0,0,0
23.8,1179,65,18,15,3,0,0,1,1,0,1,0,0,0,0,0,1,0
21.6,1180,68,20,13,3,0,0,1,0,1,1,0,0,0,0,0,1,0
77.2,1182,67,26,14,1,0,1,0,0,1,1,0,0,0,0,0,1,0
24.2,1183,59,18,16,1,0,1,0,0,1,1,0,0,0,0,0,1,0
58.4,1184,52,23,13,3,0,0,1,0,1,1,0,0,0,0,0,1,0
80.9,1185,49,2,19,3,0,0,1,0,1,1,0,0,0,1,0,0,0
14,1186,63,14,7,3,0,0,1,1,0,1,0,0,0,0,0,1,0
53,1187,26,17,16,1,0,1,0,1,0,0,1,0,0,0,0,0,0
68.6,1188,70,16,16,1,0,1,0,0,1,0,0,0,0,0,0,1,0
19.6,1189,21,13,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
12.4,1190,69,17,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
20.9,1191,51,11,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
73.5,1192,39,26,16,1,0,1,0,1,0,0,1,0,0,0,0,0,0
43,1193,35,22,16,2,1,0,0,1,0,0,1,0,0,0,0,0,0
39.7,1194,29,22,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
62,1195,45,21,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
52,1196,41,26,21,1,0,1,0,1,0,1,1,0,0,0,0,0,0
65.3,1197,46,18,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
34.7,1198,23,9,17,3,0,0,1,1,0,0,0,1,0,0,0,0,0
37.6,1199,31,15,12,1,0,1,0,0,1,0,0,0,0,1,0,0,0
73.9,1200,47,22,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
77.4,1202,58,24,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
31.2,1203,26,16,15,1,0,1,0,1,0,0,1,0,0,0,0,0,0
84,1204,66,24,18,1,0,1,0,1,0,0,0,0,0,0,0,1,0
84.2,1205,35,18,17,2,1,0,0,0,1,0,1,0,0,0,0,0,0
50.4,1206,41,18,8,3,0,0,1,1,0,0,0,0,0,0,0,1,0
28.6,1207,44,21,19,1,0,1,0,0,1,0,0,1,0,0,0,0,0
79.4,1208,66,23,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
23.3,1209,57,18,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
62,1210,89,22,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
52,1211,27,20,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
31.2,1212,43,19,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0
24.2,1213,64,8,15,2,1,0,0,1,0,0,0,0,0,0,0,1,0
43,1214,44,14,13,2,1,0,0,0,1,0,1,0,0,0,0,0,0
52,1215,65,12,14,2,1,0,0,0,1,0,0,0,0,0,0,1,0
61.4,1216,24,13,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0
20.1,1217,72,3,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
13.6,1218,22,10,15,1,0,1,0,1,0,0,0,0,0,1,0,0,0
71.8,1219,57,25,20,1,0,1,0,0,1,1,1,0,0,0,0,0,0
23.7,1220,63,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
26.9,1221,55,17,18,3,0,0,1,0,1,1,0,1,0,0,0,0,0
62.9,1222,56,19,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
92,1223,87,24,17,1,0,1,0,1,0,1,0,0,0,0,0,1,0
67.7,1224,53,22,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
92.1,1225,36,26,21,1,0,1,0,1,0,1,1,0,0,0,0,0,0
24.6,1226,52,16,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
71.4,1227,37,17,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
45.1,1228,75,21,15,1,0,1,0,1,0,1,0,0,0,0,0,1,0
62.9,1230,28,21,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
21.8,1231,21,21,15,1,0,1,0,0,1,1,0,1,0,0,0,0,0
20.7,1232,48,8,10,1,0,1,0,1,0,1,0,0,0,0,0,1,0
39.7,1233,68,20,13,1,0,1,0,0,1,1,0,0,0,0,0,1,0
67.7,1234,59,19,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
45.4,1235,40,19,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
55.3,1236,35,19,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
55.3,1237,51,26,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
31.3,1238,40,24,17,2,1,0,0,1,0,1,1,0,0,0,0,0,0
39.7,1239,47,26,14,1,0,1,0,0,1,1,0,1,0,0,0,0,0
61.4,1241,48,23,17,1,0,1,0,0,1,1,0,0,0,0,1,0,0
22.9,1242,23,22,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
92.8,1243,26,18,21,1,0,1,0,1,0,1,1,0,0,0,0,0,0
84.5,1244,33,22,17,3,0,0,1,1,0,1,1,0,0,0,0,0,0
84.2,1245,48,19,17,2,1,0,0,0,1,1,1,0,0,0,0,0,0
92,1246,36,24,17,3,0,0,1,0,1,1,1,0,0,0,0,0,0
26.1,1247,19,24,14,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28.5,1248,49,23,13,2,1,0,0,1,0,1,1,0,0,0,0,0,0
71.7,1249,38,20,21,1,0,1,0,1,0,1,1,0,0,0,0,0,0
27.6,1250,44,23,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
76.3,1251,29,22,18,2,1,0,0,0,1,1,1,0,0,0,0,0,0
38.8,1252,28,19,20,2,1,0,0,0,1,1,0,0,0,0,1,0,0
75.5,1253,42,18,19,1,0,1,0,0,1,1,0,1,0,0,0,0,0
24,1255,43,18,12,1,0,1,0,1,0,1,1,0,0,0,0,0,0
52,1256,37,18,15,2,1,0,0,0,1,1,1,0,0,0,0,0,0
68.6,1257,54,18,17,1,0,1,0,1,0,1,0,0,0,1,0,0,0
43,1258,30,21,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
39.9,1259,69,23,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.8,1261,55,18,13,1,0,1,0,0,1,1,0,0,0,0,1,0,0
43.9,1262,63,14,15,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.3,1263,50,11,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
38.8,1264,68,15,13,1,0,1,0,0,1,1,0,1,0,0,0,0,0
38.8,1265,36,22,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
86.1,1266,77,26,17,1,0,1,0,1,0,1,0,0,0,0,0,1,0
26.1,1267,25,18,17,1,0,1,0,0,1,0,0,0,0,0,0,0,1
60.3,1268,26,12,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
20.7,1269,49,16,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
23.3,1270,46,16,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0
19.6,1271,77,8,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0
79.6,1272,30,24,21,1,0,1,0,0,1,0,0,0,1,0,0,0,0
75.6,1273,54,20,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
59.4,1274,29,26,9,1,0,1,0,1,0,0,0,0,0,0,0,1,0
20.7,1275,52,7,14,1,0,1,0,1,0,0,0,0,0,0,0,1,0
21.5,1276,25,12,12,1,0,1,0,0,1,0,1,0,0,0,0,0,0
20.1,1278,42,18,15,1,0,1,0,0,1,0,0,0,0,0,1,0,0
13.3,1279,37,18,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
24.2,1280,49,13,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
31.6,1281,56,23,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
41,1282,30,14,15,1,0,1,0,0,1,0,1,0,0,0,0,0,0
10.6,1283,67,7,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
82.5,1284,23,10,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
38.3,1285,31,17,21,1,0,1,0,1,0,0,1,0,0,0,0,0,0
43.9,1286,55,19,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
28.7,1287,24,22,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
28.6,1288,67,8,15,2,1,0,0,1,0,1,0,0,0,0,1,0,0
24.6,1289,62,18,7,2,1,0,0,0,1,1,1,0,0,0,0,0,0
24.2,1291,23,10,17,3,0,0,1,1,0,1,1,0,0,0,0,0,0
46,1292,50,23,14,2,1,0,0,1,0,1,1,0,0,0,0,0,0
31.6,1294,58,15,12,2,1,0,0,0,1,1,0,1,0,0,0,0,0
23.8,1295,34,5,13,2,1,0,0,0,1,1,0,0,0,1,0,0,0
25.7,1296,37,15,14,2,1,0,0,0,1,1,0,1,0,0,0,0,0
48.8,1297,29,17,14,2,1,0,0,0,1,1,1,0,0,0,0,0,0
38.3,1298,52,22,17,1,0,1,0,0,1,0,1,0,0,0,0,0,0
80.9,1300,70,22,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
67.7,1301,73,17,15,1,0,1,0,0,1,0,0,1,0,0,0,0,0
35.8,1302,31,26,20,1,0,1,0,0,1,0,0,1,0,0,0,0,0
62,1303,25,13,13,1,0,1,0,0,1,0,0,1,0,0,0,0,0
74.6,1304,62,15,14,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34.8,1305,66,12,15,3,0,0,1,1,0,1,0,0,0,0,0,1,0
13.3,1306,65,17,10,1,0,1,0,0,1,1,1,0,0,0,0,0,0
29.4,1307,58,2,15,1,0,1,0,1,0,1,0,1,0,0,0,0,0
24.2,1308,65,4,7,3,0,0,1,0,1,1,0,0,0,0,0,1,0
28.7,1309,57,9,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0
25.2,1310,57,3,10,3,0,0,1,1,0,1,0,1,0,0,0,0,0
14,1311,30,16,10,1,0,1,0,1,0,1,1,0,0,0,0,0,0
13.6,1312,26,20,13,1,0,1,0,0,1,1,1,0,0,0,0,0,0
84,1313,28,2,7,2,1,0,0,0,1,1,1,0,0,0,0,0,0
18.6,1314,58,8,15,1,0,1,0,1,0,1,0,1,0,0,0,0,0
13.6,1315,77,12,10,1,0,1,0,1,0,0,0,0,0,0,0,1,0
67.7,1316,39,20,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
78.3,1317,67,18,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
31.2,1318,70,20,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
21.8,1320,69,13,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0
20.8,1322,66,21,13,1,0,1,0,0,1,0,1,0,0,0,0,0,0
76.3,1323,31,23,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
47.9,1324,63,20,18,1,0,1,0,0,1,0,1,0,0,0,0,0,0
67.7,1326,68,23,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0
76.3,1327,51,26,17,3,0,0,1,1,0,0,1,0,0,0,0,0,0
37.6,1328,30,24,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
64.5,1329,32,16,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
88,1330,39,24,19,2,1,0,0,1,0,1,0,0,0,1,0,0,0
68.6,1331,42,24,19,1,0,1,0,1,0,1,1,0,0,0,0,0,0
84.2,1332,48,19,20,2,1,0,0,0,1,1,1,0,0,0,0,0,0
82.4,1333,34,20,19,1,0,1,0,0,1,1,1,0,0,0,0,0,0
73.6,1334,68,15,15,2,1,0,0,1,0,1,1,0,0,0,0,0,0
43,1335,52,22,17,1,0,1,0,1,0,1,0,0,1,0,0,0,0
82.5,1336,83,17,20,1,0,1,0,0,1,1,0,0,0,0,0,1,0
84,1337,73,22,21,1,0,1,0,1,0,1,0,0,0,0,0,1,0
59.1,1338,38,26,17,1,0,1,0,1,0,1,1,0,0,0,0,0,0
32,1340,36,19,13,1,0,1,0,1,0,1,0,1,0,0,0,0,0
20.9,1341,36,20,13,1,0,1,0,1,0,1,1,0,0,0,0,0,0
28.5,1342,65,20,14,1,0,1,0,1,0,1,0,1,0,0,0,0,0
23.3,1345,53,15,15,1,0,1,0,0,1,1,1,0,0,0,0,0,0
60.2,1346,35,16,17,1,0,1,0,0,1,1,1,0,0,0,0,0,0
45.4,1348,76,20,13,1,0,1,0,1,0,0,0,0,0,0,0,1,0
77.4,1349,48,22,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
34.7,1350,27,20,18,1,0,1,0,1,0,0,1,0,0,0,0,0,0
39.7,1351,72,16,13,1,0,1,0,0,1,0,0,0,0,0,0,1,0
37.6,1352,34,11,11,1,0,1,0,1,0,0,0,0,0,0,1,0,0
60.5,1354,30,24,16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
80.9,1355,42,21,17,1,0,1,0,1,0,0,1,0,0,0,0,0,0
45.1,1356,43,17,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0
60.3,1357,80,18,16,1,0,1,0,0,1,0,0,0,0,0,0,1,0
23.3,1359,22,23,13,1,0,1,0,1,0,0,0,0,0,1,0,0,0
24.2,1360,42,21,13,1,0,1,0,0,1,0,0,0,0,0,1,0,0
